target_id,variant_label,repetition_index,guesser_model,judge_model,guesser_reasoning_effort,judge_reasoning_effort,guesser_reasoning,judge_reasoning,run_id,mode,target_name,solved,turns_used,false_positive,final_question,final_question_correct,error,error_type,guesser_w_effort
object_toothbrush,gemini-3.1-flash-lite-preview,108,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0108__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,toothbrush,True,15,,Is the target a toothbrush?,True,,,gemini-3.1-flash-lite-preview
animal_octopus,gpt-5.4-mini,108,gpt-5.4-mini,gpt-5.4-mini,low,low,{'reasoning_effort': 'low'},{'reasoning_effort': 'low'},run-0108__full-game-test__openai__gpt-5.4-mini,full-game-test,octopus,True,18,,Is the hidden target an octopus?,True,,,gpt-5.4-mini_low
object_toothbrush,gpt-5.4-mini,108,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0108__full-game-test__openai__gpt-5.4-mini,full-game-test,toothbrush,True,22,,Is it a toothbrush?,True,,,gpt-5.4-mini_high
person_marie_curie,claude-sonnet-4-5,109,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0109__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,Marie Curie,True,16,,Is the target Marie Curie?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,claude-sonnet-4-5,109,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0109__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,toothbrush,True,26,,Is the target a toothbrush?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,gemini-3.1-flash-lite-preview,109,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0109__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,toothbrush,True,12,,Is the target a toothbrush?,True,,,gemini-3.1-flash-lite-preview
animal_octopus,gpt-5.4-mini,109,gpt-5.4-mini,gpt-5.4-mini,low,low,{'reasoning_effort': 'low'},{'reasoning_effort': 'low'},run-0109__full-game-test__openai__gpt-5.4-mini,full-game-test,octopus,True,17,,Is the hidden target an octopus?,True,,,gpt-5.4-mini_low
object_toothbrush,gpt-5.4-mini,109,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0109__full-game-test__openai__gpt-5.4-mini,full-game-test,toothbrush,True,23,,Is it a toothbrush?,True,,,gpt-5.4-mini_high
person_marie_curie,claude-sonnet-4-5,110,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0110__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,Marie Curie,True,18,,Is the target person Marie Curie?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,claude-sonnet-4-5,110,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0110__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,toothbrush,True,21,,Is the target a toothbrush?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,gemini-3.1-flash-lite-preview,110,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0110__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,toothbrush,True,11,,Is the target a toothbrush?,True,,,gemini-3.1-flash-lite-preview
animal_octopus,gpt-5.4-mini,110,gpt-5.4-mini,gpt-5.4-mini,low,low,{'reasoning_effort': 'low'},{'reasoning_effort': 'low'},run-0110__full-game-test__openai__gpt-5.4-mini,full-game-test,octopus,True,13,,Is the target an octopus?,True,,,gpt-5.4-mini_low
object_toothbrush,gpt-5.4-mini,110,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0110__full-game-test__openai__gpt-5.4-mini,full-game-test,toothbrush,True,21,,Is it a toothbrush?,True,,,gpt-5.4-mini_high
person_marie_curie,claude-sonnet-4-5,111,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0111__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,Marie Curie,True,26,,Is the target person Marie Curie?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,claude-sonnet-4-5,111,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0111__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,toothbrush,True,16,,Is the target a toothbrush?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,gemini-3.1-flash-lite-preview,111,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0111__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,toothbrush,True,23,,Is the hidden target a toothbrush?,True,,,gemini-3.1-flash-lite-preview
animal_octopus,gpt-5.4-mini,111,gpt-5.4-mini,gpt-5.4-mini,low,low,{'reasoning_effort': 'low'},{'reasoning_effort': 'low'},run-0111__full-game-test__openai__gpt-5.4-mini,full-game-test,octopus,True,14,,Is the hidden target an octopus?,True,,,gpt-5.4-mini_low
object_toothbrush,gpt-5.4-mini,111,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0111__full-game-test__openai__gpt-5.4-mini,full-game-test,toothbrush,True,20,,Is it a toothbrush?,True,,,gpt-5.4-mini_high
person_marie_curie,claude-sonnet-4-5,112,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0112__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,Marie Curie,True,30,,Is the target person Marie Curie?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,claude-sonnet-4-5,112,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0112__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,toothbrush,True,26,,Is the target a toothbrush?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,gemini-3.1-flash-lite-preview,112,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0112__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,toothbrush,True,11,,Is the object a toothbrush?,True,,,gemini-3.1-flash-lite-preview
animal_octopus,gpt-5.4-mini,112,gpt-5.4-mini,gpt-5.4-mini,low,low,{'reasoning_effort': 'low'},{'reasoning_effort': 'low'},run-0112__full-game-test__openai__gpt-5.4-mini,full-game-test,octopus,True,19,,Is the hidden target an octopus?,True,,,gpt-5.4-mini_low
object_toothbrush,gpt-5.4-mini,112,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0112__full-game-test__openai__gpt-5.4-mini,full-game-test,toothbrush,True,27,,Is it a toothbrush?,True,,,gpt-5.4-mini_high
person_marie_curie,claude-sonnet-4-5,113,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0113__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,Marie Curie,True,22,,Is the target Marie Curie?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,claude-sonnet-4-5,113,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0113__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,toothbrush,True,19,,Is the target a toothbrush?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,gemini-3.1-flash-lite-preview,113,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0113__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,toothbrush,True,16,,Is the target a toothbrush?,True,,,gemini-3.1-flash-lite-preview
animal_octopus,gpt-5.4-mini,113,gpt-5.4-mini,gpt-5.4-mini,low,low,{'reasoning_effort': 'low'},{'reasoning_effort': 'low'},run-0113__full-game-test__openai__gpt-5.4-mini,full-game-test,octopus,True,17,,Is the target an octopus?,True,,,gpt-5.4-mini_low
object_toothbrush,gpt-5.4-mini,113,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0113__full-game-test__openai__gpt-5.4-mini,full-game-test,toothbrush,True,25,,Is it a toothbrush?,True,,,gpt-5.4-mini_high
person_marie_curie,claude-sonnet-4-5,114,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0114__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,Marie Curie,True,17,,Is the target person Marie Curie?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,claude-sonnet-4-5,114,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0114__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,toothbrush,True,25,,Is the target a toothbrush?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,gemini-3.1-flash-lite-preview,114,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0114__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,toothbrush,True,13,,Is the hidden target a toothbrush?,True,,,gemini-3.1-flash-lite-preview
animal_octopus,gpt-5.4-mini,114,gpt-5.4-mini,gpt-5.4-mini,low,low,{'reasoning_effort': 'low'},{'reasoning_effort': 'low'},run-0114__full-game-test__openai__gpt-5.4-mini,full-game-test,octopus,True,18,,Is the target an octopus?,True,,,gpt-5.4-mini_low
object_toothbrush,gpt-5.4-mini,114,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0114__full-game-test__openai__gpt-5.4-mini,full-game-test,toothbrush,True,21,,Is the target a toothbrush?,True,,,gpt-5.4-mini_high
person_marie_curie,claude-sonnet-4-5,115,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0115__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,Marie Curie,True,17,,Is the target Marie Curie?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,claude-sonnet-4-5,115,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0115__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,toothbrush,True,27,,Is the target a toothbrush?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,gemini-3.1-flash-lite-preview,115,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0115__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,toothbrush,True,16,,Is the target a toothbrush?,True,,,gemini-3.1-flash-lite-preview
animal_octopus,gpt-5.4-mini,115,gpt-5.4-mini,gpt-5.4-mini,low,low,{'reasoning_effort': 'low'},{'reasoning_effort': 'low'},run-0115__full-game-test__openai__gpt-5.4-mini,full-game-test,octopus,True,14,,Is the hidden target an octopus?,True,,,gpt-5.4-mini_low
object_toothbrush,gpt-5.4-mini,115,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0115__full-game-test__openai__gpt-5.4-mini,full-game-test,toothbrush,True,28,,Is the hidden target a toothbrush?,True,,,gpt-5.4-mini_high
person_marie_curie,claude-sonnet-4-5,116,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0116__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,Marie Curie,True,23,,Is the target Marie Curie?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,claude-sonnet-4-5,116,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0116__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,toothbrush,True,14,,Is the target a toothbrush?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,gemini-3.1-flash-lite-preview,116,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0116__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,toothbrush,True,8,,Is the object a toothbrush?,True,,,gemini-3.1-flash-lite-preview
animal_octopus,gpt-5.4-mini,116,gpt-5.4-mini,gpt-5.4-mini,low,low,{'reasoning_effort': 'low'},{'reasoning_effort': 'low'},run-0116__full-game-test__openai__gpt-5.4-mini,full-game-test,octopus,True,14,,Is the hidden target an octopus?,True,,,gpt-5.4-mini_low
object_toothbrush,gpt-5.4-mini,116,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0116__full-game-test__openai__gpt-5.4-mini,full-game-test,toothbrush,True,44,,Is it a toothbrush?,True,,,gpt-5.4-mini_high
person_marie_curie,claude-sonnet-4-5,117,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0117__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,Marie Curie,True,18,,Is the target Marie Curie?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,claude-sonnet-4-5,117,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0117__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,toothbrush,True,24,,Is the target a toothbrush?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,gemini-3.1-flash-lite-preview,117,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0117__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,toothbrush,True,70,,Is the hidden target a toothbrush?,True,,,gemini-3.1-flash-lite-preview
animal_octopus,gpt-5.4-mini,117,gpt-5.4-mini,gpt-5.4-mini,low,low,{'reasoning_effort': 'low'},{'reasoning_effort': 'low'},run-0117__full-game-test__openai__gpt-5.4-mini,full-game-test,octopus,True,18,,Is the hidden target an octopus?,True,,,gpt-5.4-mini_low
object_toothbrush,gpt-5.4-mini,117,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0117__full-game-test__openai__gpt-5.4-mini,full-game-test,toothbrush,True,23,,Is the hidden target a toothbrush?,True,,,gpt-5.4-mini_high
person_marie_curie,claude-sonnet-4-5,118,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0118__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,Marie Curie,True,13,,Is the target person Marie Curie?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,claude-sonnet-4-5,118,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0118__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,toothbrush,True,16,,Is the target a toothbrush?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,gemini-3.1-flash-lite-preview,118,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0118__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,toothbrush,True,11,,Is the target a toothbrush?,True,,,gemini-3.1-flash-lite-preview
animal_octopus,gpt-5.4-mini,118,gpt-5.4-mini,gpt-5.4-mini,low,low,{'reasoning_effort': 'low'},{'reasoning_effort': 'low'},run-0118__full-game-test__openai__gpt-5.4-mini,full-game-test,octopus,True,18,,Is the target an octopus?,True,,,gpt-5.4-mini_low
food_croissant,gpt-5.4-mini,118,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0118__full-game-test__openai__gpt-5.4-mini,full-game-test,croissant,True,35,,Is it a croissant?,True,,,gpt-5.4-mini_high
person_marie_curie,claude-sonnet-4-5,119,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0119__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,Marie Curie,True,14,,Is the target Marie Curie?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,claude-sonnet-4-5,119,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0119__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,toothbrush,True,20,,Is the target a toothbrush?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,gemini-3.1-flash-lite-preview,119,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0119__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,toothbrush,True,26,,Is the target a toothbrush?,True,,,gemini-3.1-flash-lite-preview
animal_octopus,gpt-5.4-mini,119,gpt-5.4-mini,gpt-5.4-mini,low,low,{'reasoning_effort': 'low'},{'reasoning_effort': 'low'},run-0119__full-game-test__openai__gpt-5.4-mini,full-game-test,octopus,True,16,,Is the hidden target an octopus?,True,,,gpt-5.4-mini_low
food_croissant,gpt-5.4-mini,119,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0119__full-game-test__openai__gpt-5.4-mini,full-game-test,croissant,True,25,,Is the target a croissant?,True,,,gpt-5.4-mini_high
food_croissant,claude-opus-4-6,120,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0120__full-game-test__anthropic__claude-opus-4-6,full-game-test,croissant,True,34,,Is the hidden target a croissant?,True,,,claude-opus-4-6_budget_2048
person_marie_curie,claude-sonnet-4-5,120,claude-sonnet-4-5,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0120__full-game-test__anthropic__claude-sonnet-4-5,full-game-test,Marie Curie,True,41,,Is the target Marie Curie?,True,,,claude-sonnet-4-5_budget_2048
object_toothbrush,gemini-3.1-flash-lite-preview,120,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0120__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,toothbrush,True,28,,Is the target a toothbrush?,True,,,gemini-3.1-flash-lite-preview
food_croissant,gpt-5.4-mini,120,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0120__full-game-test__openai__gpt-5.4-mini,full-game-test,croissant,True,46,,Is the target a croissant?,True,,,gpt-5.4-mini_high
food_croissant,claude-opus-4-6,121,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0121__full-game-test__anthropic__claude-opus-4-6,full-game-test,croissant,True,41,,Is the hidden target a croissant?,True,,,claude-opus-4-6_budget_2048
food_croissant,gemini-3.1-flash-lite-preview,121,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0121__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,croissant,True,42,,Is the target a croissant?,True,,,gemini-3.1-flash-lite-preview
food_croissant,gpt-5.4-mini,121,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0121__full-game-test__openai__gpt-5.4-mini,full-game-test,croissant,True,26,,Is it a croissant?,True,,,gpt-5.4-mini_high
food_croissant,claude-opus-4-6,122,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0122__full-game-test__anthropic__claude-opus-4-6,full-game-test,croissant,True,38,,Is the hidden target a croissant?,True,,,claude-opus-4-6_budget_2048
food_croissant,gemini-3.1-flash-lite-preview,122,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0122__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,croissant,True,34,,Is the hidden target a croissant?,True,,,gemini-3.1-flash-lite-preview
food_croissant,gpt-5.4-mini,122,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0122__full-game-test__openai__gpt-5.4-mini,full-game-test,croissant,True,34,,Is it a croissant?,True,,,gpt-5.4-mini_high
food_croissant,claude-opus-4-6,123,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0123__full-game-test__anthropic__claude-opus-4-6,full-game-test,croissant,True,60,,Is the hidden target a croissant?,True,,,claude-opus-4-6_budget_2048
food_croissant,gemini-3.1-flash-lite-preview,123,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0123__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,croissant,True,24,,Is the hidden target a croissant?,True,,,gemini-3.1-flash-lite-preview
food_croissant,gpt-5.4-mini,123,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0123__full-game-test__openai__gpt-5.4-mini,full-game-test,croissant,True,38,,Is the hidden target a croissant?,True,,,gpt-5.4-mini_high
food_croissant,claude-opus-4-6,124,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0124__full-game-test__anthropic__claude-opus-4-6,full-game-test,croissant,True,22,,Is the hidden target a croissant?,True,,,claude-opus-4-6_budget_2048
food_croissant,gemini-3.1-flash-lite-preview,124,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0124__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,croissant,True,53,,Is the hidden target a croissant?,True,,,gemini-3.1-flash-lite-preview
food_croissant,gpt-5.4-mini,124,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0124__full-game-test__openai__gpt-5.4-mini,full-game-test,croissant,True,23,,Is it a croissant?,True,,,gpt-5.4-mini_high
food_croissant,claude-opus-4-6,125,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0125__full-game-test__anthropic__claude-opus-4-6,full-game-test,croissant,True,32,,Is the hidden target a croissant?,True,,,claude-opus-4-6_budget_2048
food_croissant,gemini-3.1-flash-lite-preview,125,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0125__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,croissant,True,18,,Is the target a croissant?,True,,,gemini-3.1-flash-lite-preview
food_croissant,gpt-5.4-mini,125,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0125__full-game-test__openai__gpt-5.4-mini,full-game-test,croissant,True,30,,Is it a croissant?,True,,,gpt-5.4-mini_high
food_croissant,claude-opus-4-6,126,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0126__full-game-test__anthropic__claude-opus-4-6,full-game-test,croissant,True,27,,Is the hidden target a croissant?,True,,,claude-opus-4-6_budget_2048
food_croissant,gemini-3.1-flash-lite-preview,126,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0126__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,croissant,True,37,,Is the hidden target a croissant?,True,,,gemini-3.1-flash-lite-preview
food_croissant,gpt-5.4-mini,126,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0126__full-game-test__openai__gpt-5.4-mini,full-game-test,croissant,True,26,,Is it a croissant?,True,,,gpt-5.4-mini_high
food_croissant,claude-opus-4-6,127,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0127__full-game-test__anthropic__claude-opus-4-6,full-game-test,croissant,True,23,,Is the hidden target a croissant?,True,,,claude-opus-4-6_budget_2048
food_croissant,gemini-3.1-flash-lite-preview,127,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0127__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,croissant,True,37,,Is the target a croissant?,True,,,gemini-3.1-flash-lite-preview
food_croissant,gpt-5.4-mini,127,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0127__full-game-test__openai__gpt-5.4-mini,full-game-test,croissant,True,26,,Is it a croissant?,True,,,gpt-5.4-mini_high
food_croissant,claude-opus-4-6,128,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0128__full-game-test__anthropic__claude-opus-4-6,full-game-test,croissant,True,53,,Is the hidden target a croissant?,True,,,claude-opus-4-6_budget_2048
food_croissant,gemini-3.1-flash-lite-preview,128,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0128__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,croissant,False,80,,Is the hidden target a type of pastry?,False,,,gemini-3.1-flash-lite-preview
food_croissant,gpt-5.4-mini,128,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0128__full-game-test__openai__gpt-5.4-mini,full-game-test,croissant,True,33,,Is the hidden target a croissant?,True,,,gpt-5.4-mini_high
food_croissant,claude-opus-4-6,129,claude-opus-4-6,gpt-5.4-mini,budget_2048,low,{'thinking_budget': 2048},{'reasoning_effort': 'low'},run-0129__full-game-test__anthropic__claude-opus-4-6,full-game-test,croissant,True,70,,Is the hidden target a croissant?,True,,,claude-opus-4-6_budget_2048
food_croissant,gemini-3.1-flash-lite-preview,129,gemini-3.1-flash-lite-preview,gpt-5.4-mini,,low,{'thinking_level': 'low'},{'reasoning_effort': 'low'},run-0129__full-game-test__gemini__gemini-3.1-flash-lite-preview,full-game-test,croissant,True,46,,Is the target a croissant?,True,,,gemini-3.1-flash-lite-preview
food_croissant,gpt-5.4-mini,129,gpt-5.4-mini,gpt-5.4-mini,high,low,{'reasoning_effort': 'high'},{'reasoning_effort': 'low'},run-0129__full-game-test__openai__gpt-5.4-mini,full-game-test,croissant,True,30,,Is the hidden target a croissant?,True,,,gpt-5.4-mini_high
